,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
14063,No,Air Miles,Letter,High,1,Yes,Low,1,1,4,Yes,1023.75
14064,No,Points,Letter,Medium,1,No,Medium,3,1,4,No,837.25
14065,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1143.5
14066,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,1348.5
14067,No,Points,Letter,Low,2,No,Low,1,1,4,Yes,174.0
14068,No,Cash Back,Letter,Medium,1,No,High,2,2,3,Yes,907.5
14069,No,Points,Letter,Medium,1,No,Low,2,1,3,No,970.25
14070,No,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,124.75
14071,No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,1237.25
14072,No,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1367.0
14073,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1190.5
14074,No,Points,Letter,Low,2,No,High,1,2,3,Yes,949.0
14075,No,Air Miles,Postcard,High,1,No,Medium,1,1,4,Yes,1257.25
14076,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1101.0
14077,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,751.75
14078,No,Air Miles,Letter,Medium,1,No,High,1,2,3,Yes,975.25
14079,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1481.5
14080,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1269.25
14081,No,Air Miles,Postcard,Low,2,No,Medium,3,2,4,Yes,1367.25
14082,No,Cash Back,Letter,Medium,2,No,Medium,2,1,3,Yes,641.75
14083,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,No,779.25
14084,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1173.5
14085,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,165.0
14086,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,791.75
14087,No,Points,Postcard,Medium,1,No,High,2,2,3,No,935.5
14088,No,Cash Back,Letter,High,2,No,Medium,3,1,3,Yes,1226.75
14089,No,Points,Letter,Medium,2,No,High,2,1,4,No,866.25
14090,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,980.25
14091,No,Points,Postcard,High,1,No,High,1,1,4,Yes,1082.0
14092,No,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1049.0
14093,No,Cash Back,Letter,Low,1,No,High,1,1,1,Yes,1126.5
14094,No,Points,Letter,High,1,No,Low,2,1,3,Yes,279.75
14095,No,Points,Postcard,High,2,No,Low,2,1,5,No,728.0
14096,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1387.0
14097,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1002.5
14098,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1048.25
14099,No,Cash Back,Postcard,High,1,No,Low,2,2,4,Yes,1108.25
14100,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,5,Yes,999.0
14101,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1039.25
14102,No,Cash Back,Letter,Medium,1,No,Medium,2,2,2,Yes,738.0
14103,No,Cash Back,Letter,Medium,2,No,Low,3,2,5,No,752.75
14104,No,Points,Letter,Low,1,Yes,Medium,1,1,1,Yes,1111.5
14105,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1146.75
14106,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,No,904.5
14107,No,Air Miles,Postcard,Low,2,No,Medium,1,1,3,Yes,1272.0
14108,No,Air Miles,Letter,High,1,Yes,Medium,2,1,3,Yes,1265.75
14109,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,Yes,230.75
14110,No,Cash Back,Letter,High,1,No,Medium,1,2,3,No,642.0
14111,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,2,No,1289.75
14112,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1068.25
14113,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,960.0
14114,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,5,Yes,1068.75
14115,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1200.25
14116,No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,1309.25
14117,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,1063.5
14118,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,983.5
14119,No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,860.0
14120,No,Points,Letter,Low,1,No,Low,2,1,5,No,1401.0
14121,No,Air Miles,Postcard,Medium,1,No,Low,2,1,6,Yes,1266.25
14122,No,Points,Postcard,High,2,No,Low,2,1,4,Yes,1312.5
14123,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1105.25
14124,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,813.0
14125,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,Yes,1104.75
14126,No,Points,Letter,Low,2,No,Low,2,2,4,No,727.75
14127,No,Points,Letter,High,1,No,High,2,1,4,No,773.75
14128,No,Air Miles,Postcard,Low,1,No,High,3,1,5,Yes,926.75
14129,No,Points,Letter,Low,2,Yes,High,2,1,6,No,806.25
14130,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,2,Yes,214.0
14131,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,117.75
14132,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1048.5
14133,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1125.0
14134,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,760.5
14135,No,Points,Postcard,Low,1,No,Medium,2,1,3,No,955.25
14136,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,706.75
14137,No,Air Miles,Postcard,Low,1,No,High,1,1,2,No,661.75
14138,No,Air Miles,Letter,High,1,No,Low,2,1,3,No,752.75
14139,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,713.0
14140,No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,798.0
14141,No,Air Miles,Letter,Medium,1,No,Low,3,2,3,Yes,722.0
14142,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1092.75
14143,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,247.0
14144,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,Yes,1280.25
14145,No,Air Miles,Letter,Low,2,No,Low,3,1,2,No,1204.5
14146,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,325.0
14147,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,990.25
14148,No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,1130.25
14149,No,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,1140.25
14150,No,Air Miles,Letter,Low,1,No,Low,1,2,5,Yes,1203.5
14151,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,264.25
14152,No,Cash Back,Postcard,High,1,No,Low,1,1,2,No,1134.25
14153,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,No,287.5
14154,No,Points,Letter,High,2,No,Low,3,2,2,No,1094.75
14155,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,331.75
14156,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1094.0
14157,No,Points,Postcard,Medium,1,No,Low,2,1,6,Yes,1058.75
14158,No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,Yes,1043.75
14159,No,Cash Back,Letter,Medium,1,Yes,Low,3,2,4,Yes,1040.5
14160,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1478.25
14161,No,Points,Postcard,High,1,Yes,Low,1,1,2,Yes,241.5
14162,No,Cash Back,Postcard,High,1,No,High,3,1,2,Yes,210.0
14163,No,Points,Letter,Medium,1,No,Medium,3,1,1,Yes,987.75
14164,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1014.5
14165,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,984.0
14166,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,961.5
14167,No,Air Miles,Postcard,Low,1,No,High,2,2,5,No,1038.5
14168,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1221.75
14169,No,Points,Letter,Medium,2,No,High,3,2,4,Yes,1179.5
14170,No,Points,Letter,High,3,No,Medium,2,1,2,Yes,1079.0
14171,No,Air Miles,Letter,High,2,No,Low,1,1,3,Yes,1127.0
14172,No,Cash Back,Letter,Low,2,No,High,2,1,5,No,1143.5
14173,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1115.0
14174,No,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1096.75
14175,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1247.5
14176,No,Points,Letter,High,1,No,Low,2,1,4,No,1309.75
14177,No,Cash Back,Letter,Medium,2,Yes,High,2,3,4,Yes,1147.25
14178,No,Cash Back,Postcard,High,2,No,High,2,1,3,No,1111.5
14179,No,Points,Postcard,Medium,1,No,Low,2,1,5,No,1218.25
14180,No,Cash Back,Letter,Low,1,No,Medium,1,1,5,Yes,1021.25
14181,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1202.5
14182,No,Points,Postcard,High,1,No,Low,2,1,2,No,1105.0
14183,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,964.25
14184,No,Cash Back,Letter,Medium,1,No,High,3,1,5,No,1406.75
14185,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1210.25
14186,No,Cash Back,Letter,Medium,2,No,High,2,2,1,Yes,1199.0
14187,No,Points,Postcard,Low,1,No,Low,3,1,2,Yes,1052.5
14188,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,615.25
14189,No,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1249.5
14190,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1003.75
14191,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1133.75
14192,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,1326.75
14193,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1288.5
14194,No,Points,Postcard,Medium,1,Yes,Medium,3,1,5,Yes,1000.75
14195,No,Cash Back,Letter,High,1,No,Medium,3,1,5,No,1165.25
14196,No,Points,Postcard,Medium,2,Yes,High,2,1,3,No,956.5
14197,No,Cash Back,Postcard,High,1,No,Low,3,1,3,No,895.5
14198,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,No,1150.5
14199,No,Cash Back,Postcard,High,1,Yes,High,1,1,4,Yes,1075.5
14200,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,922.5
14201,No,Cash Back,Letter,Medium,2,No,Low,1,2,3,Yes,1273.75
14202,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,No,1027.25
14203,No,Points,Letter,Medium,1,No,Low,2,1,2,No,928.25
14204,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,238.0
14205,No,Points,Postcard,Medium,2,No,High,2,1,3,No,870.5
14206,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,925.0
14207,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,946.0
14208,No,Points,Postcard,High,1,No,Medium,3,2,3,Yes,810.25
14209,No,Cash Back,Postcard,High,1,No,High,1,2,3,Yes,917.75
14210,No,Points,Letter,Medium,1,No,Low,2,2,4,Yes,964.0
14211,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,778.25
14212,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,332.25
14213,No,Points,Letter,Low,1,No,High,2,1,3,Yes,154.0
14214,No,Points,Letter,Medium,2,No,Low,1,1,4,Yes,1303.5
14215,No,Air Miles,Letter,High,1,No,Medium,1,1,5,No,1104.5
14216,No,Cash Back,Postcard,Low,1,Yes,High,2,2,5,Yes,1357.5
14217,No,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,822.25
14218,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1071.0
14219,No,Air Miles,Letter,High,1,No,Medium,3,1,2,Yes,1243.5
14220,No,Points,Postcard,Medium,1,No,High,1,1,6,Yes,1199.75
14221,No,Cash Back,Letter,High,1,Yes,Low,3,1,3,No,354.75
14222,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,992.5
14223,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1234.25
14224,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,3,Yes,665.25
14225,No,Points,Postcard,Low,1,No,High,2,1,1,Yes,942.25
14226,No,Points,Postcard,High,2,No,High,3,1,3,Yes,1027.0
14227,No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,3,Yes,1383.0
14228,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,157.0
14229,No,Air Miles,Postcard,Low,2,No,High,1,1,4,Yes,955.5
14230,No,Points,Letter,High,1,No,Low,1,1,4,No,926.5
14231,No,Cash Back,Letter,Medium,1,No,Medium,2,1,1,No,1711.75
14232,No,Air Miles,Postcard,Medium,2,Yes,Medium,1,2,2,Yes,970.5
14233,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,624.75
14234,No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,1304.25
14235,No,Points,Letter,High,2,No,Medium,3,1,4,No,1149.75
14236,No,Air Miles,Postcard,High,1,Yes,Low,2,1,5,Yes,957.25
14237,No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,Yes,290.25
14238,No,Points,Letter,High,1,Yes,High,2,1,4,Yes,1294.5
14239,No,Points,Postcard,High,1,No,High,2,1,2,Yes,257.75
14240,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,1273.0
14241,No,Air Miles,Postcard,High,1,Yes,Low,2,1,5,Yes,1169.75
14242,No,Cash Back,Postcard,High,2,No,Low,1,1,4,No,967.75
14243,No,Points,Postcard,High,1,No,Medium,1,1,3,No,997.0
14244,No,Air Miles,Letter,High,1,No,Low,1,1,2,Yes,1058.5
14245,No,Air Miles,Letter,Medium,1,No,Low,1,2,5,No,925.0
14246,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,950.75
14247,No,Points,Letter,Low,1,Yes,High,2,1,4,Yes,1297.75
14248,No,Air Miles,Letter,High,1,No,Low,2,2,6,No,722.25
14249,No,Cash Back,Letter,Medium,1,No,Low,3,1,2,Yes,1233.5
14250,No,Points,Letter,Medium,1,No,Medium,3,2,3,No,1116.5
14251,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,732.75
14252,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1185.75
14253,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,699.5
14254,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,773.25
14255,No,Points,Postcard,Medium,1,No,Medium,3,1,5,Yes,325.0
14256,No,Cash Back,Letter,Medium,2,No,High,1,1,3,No,733.75
14257,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,861.75
14258,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,613.0
14259,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,3,Yes,1299.75
14260,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,6,No,806.5
14261,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,1255.75
14262,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,6,Yes,1151.75
14263,No,Air Miles,Postcard,Low,1,No,High,2,2,3,Yes,985.75
14264,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,2,Yes,1041.25
14265,No,Air Miles,Postcard,Medium,2,No,Low,3,1,5,Yes,918.25
14266,No,Cash Back,Letter,High,1,Yes,Low,2,1,5,No,887.5
14267,No,Cash Back,Postcard,Low,2,No,Low,2,1,2,No,866.75
14268,No,Cash Back,Letter,Medium,2,Yes,High,2,1,2,No,1131.75
14269,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1151.5
14270,No,Points,Letter,High,1,No,Medium,1,1,4,No,1031.0
14271,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,929.5
14272,No,Air Miles,Postcard,High,1,Yes,Medium,3,1,4,Yes,286.0
14273,No,Points,Postcard,High,1,No,High,2,1,4,No,278.0
14274,No,Points,Letter,High,1,No,Medium,2,1,6,No,789.75
14275,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,No,1002.25
14276,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1106.75
14277,No,Air Miles,Postcard,High,1,No,High,2,2,2,No,1230.25
14278,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,934.5
14279,No,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,1246.0
14280,No,Points,Letter,Medium,2,No,Medium,3,1,2,Yes,1036.5
14281,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1095.75
14282,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,735.5
14283,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,185.75
14284,No,Cash Back,Letter,High,2,No,Medium,3,2,3,No,1119.5
14285,No,Points,Letter,Low,1,No,High,3,1,2,Yes,1288.0
14286,No,Air Miles,Postcard,High,1,Yes,High,2,2,2,Yes,163.5
14287,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1209.0
14288,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,No,317.0
14289,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1428.75
14290,No,Points,Letter,Medium,1,Yes,Medium,3,1,3,No,1307.5
14291,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,2,No,344.5
14292,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1379.0
14293,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1145.0
14294,No,Cash Back,Postcard,Medium,1,No,Medium,3,2,5,Yes,1211.0
14295,No,Points,Postcard,Low,2,No,High,3,1,2,No,589.0
14296,No,Points,Letter,Medium,3,No,Medium,1,1,4,Yes,1381.0
14297,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,984.5
14298,No,Air Miles,Letter,Low,1,No,Low,2,2,2,Yes,902.5
14299,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,831.5
14300,No,Air Miles,Letter,Medium,1,No,Medium,3,1,2,Yes,1526.25
14301,No,Air Miles,Letter,High,1,No,High,1,2,2,No,707.0
14302,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,1,Yes,361.25
14303,No,Cash Back,Letter,Low,1,Yes,High,1,1,5,Yes,1153.0
14304,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,709.0
14305,No,Points,Postcard,High,1,No,Low,1,1,3,No,983.0
14306,No,Points,Postcard,Low,1,No,High,1,1,2,No,1072.0
14307,No,Air Miles,Postcard,Medium,1,No,High,2,2,3,No,1274.0
14308,No,Cash Back,Letter,High,1,No,High,3,2,2,Yes,1847.0
14309,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,Yes,1064.0
14310,No,Points,Postcard,Low,1,No,High,3,1,5,Yes,759.75
14311,No,Air Miles,Letter,Medium,1,No,Medium,3,2,1,No,352.0
14312,No,Cash Back,Postcard,Medium,3,No,Low,3,1,4,Yes,1272.0
14313,No,Air Miles,Letter,Low,2,No,Medium,2,2,5,No,321.75
14314,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1270.5
14315,No,Cash Back,Letter,Low,2,No,High,1,1,3,Yes,1216.25
14316,No,Air Miles,Letter,Medium,1,No,Medium,2,2,5,No,1020.75
14317,No,Cash Back,Letter,Medium,1,Yes,High,1,2,3,Yes,276.0
14318,No,Points,Postcard,Medium,2,No,High,2,1,3,No,985.75
14319,No,Cash Back,Postcard,High,1,No,Low,2,1,5,No,1043.5
14320,No,Points,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,662.5
14321,No,Air Miles,Postcard,High,1,No,Medium,2,2,3,No,1738.25
14322,No,Points,Letter,Medium,2,No,Low,2,1,4,No,1117.5
14323,No,Points,Postcard,High,1,No,Low,2,1,5,No,1051.75
14324,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,765.5
14325,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,943.0
14326,No,Cash Back,Postcard,Low,1,No,High,2,1,4,No,842.5
14327,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,579.0
14328,No,Points,Letter,High,1,Yes,High,3,1,3,No,899.25
14329,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,No,687.25
14330,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,339.75
14331,No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,1144.0
14332,No,Points,Postcard,High,1,No,Medium,1,1,5,Yes,1071.5
14333,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,227.25
14334,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,135.25
14335,No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,1784.0
14336,No,Air Miles,Letter,High,1,Yes,High,3,2,5,Yes,991.5
14337,No,Points,Postcard,Low,1,No,High,1,1,3,Yes,1149.5
14338,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1328.5
14339,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,211.75
14340,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1043.25
14341,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,5,No,637.75
14342,No,Points,Letter,Medium,1,No,High,2,1,4,No,1770.5
14343,No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,1247.0
14344,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,308.0
14345,No,Cash Back,Letter,Low,1,Yes,Low,2,1,4,No,1369.25
14346,No,Air Miles,Letter,Medium,1,No,High,3,1,5,Yes,1307.5
14347,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1216.0
14348,No,Cash Back,Letter,Medium,2,No,Medium,2,1,2,No,1050.25
14349,No,Points,Postcard,Medium,1,No,High,2,1,6,No,1716.75
14350,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,188.75
14351,No,Air Miles,Postcard,Medium,2,No,High,2,1,2,Yes,1025.75
14352,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,995.25
14353,No,Air Miles,Letter,High,1,No,Low,3,1,3,Yes,1214.75
14354,No,Air Miles,Letter,Medium,1,No,Medium,2,2,3,Yes,323.75
14355,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1284.5
14356,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,269.0
14357,No,Cash Back,Postcard,High,1,No,High,1,2,2,No,1492.75
14358,No,Cash Back,Letter,Low,1,No,Medium,3,1,3,No,1049.75
14359,No,Points,Postcard,Medium,2,No,Medium,2,1,3,No,1116.25
14360,No,Points,Postcard,Low,2,No,Medium,2,1,2,Yes,292.25
14361,No,Air Miles,Postcard,High,1,No,Medium,2,1,2,Yes,1062.5
14362,No,Points,Letter,Low,2,No,Medium,1,1,3,Yes,1193.5
14363,No,Points,Postcard,Low,2,Yes,Medium,2,1,3,No,212.75
14364,No,Points,Postcard,High,1,No,Low,2,1,4,No,1196.5
14365,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,No,952.0
14366,No,Cash Back,Postcard,High,1,Yes,High,3,1,2,No,1035.5
14367,No,Points,Postcard,Medium,1,No,High,2,1,2,No,194.75
14368,No,Points,Postcard,High,1,Yes,High,1,2,4,Yes,1107.0
14369,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,656.25
14370,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1162.75
14371,No,Points,Postcard,Medium,2,No,Low,1,1,6,No,227.75
14372,No,Points,Letter,Medium,2,Yes,Low,3,1,4,No,1123.75
14373,No,Cash Back,Postcard,High,1,No,Low,2,1,4,No,211.5
14374,No,Points,Postcard,High,1,No,High,3,1,3,Yes,981.25
14375,No,Points,Postcard,Medium,1,No,High,3,2,4,Yes,1136.5
14376,No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,943.25
14377,No,Cash Back,Postcard,Low,1,No,High,3,1,2,Yes,1460.75
14378,No,Points,Letter,High,1,No,Medium,2,1,4,No,1335.25
14379,No,Cash Back,Postcard,High,2,No,Low,2,2,3,No,1050.25
14380,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,5,Yes,722.5
14381,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1003.0
14382,No,Points,Letter,High,3,No,High,1,1,2,Yes,248.0
14383,No,Points,Letter,Medium,1,No,Medium,1,1,5,No,940.0
14384,No,Points,Letter,Medium,2,No,Low,2,1,4,No,913.5
14385,No,Points,Postcard,High,1,Yes,Medium,2,1,3,No,1013.0
14386,No,Points,Postcard,High,1,No,Medium,2,1,2,No,1083.5
14387,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1103.75
14388,No,Cash Back,Postcard,High,1,Yes,Low,3,2,4,Yes,926.0
14389,No,Air Miles,Letter,High,1,No,High,1,2,2,No,956.75
14390,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,1442.5
14391,No,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,1792.75
14392,No,Points,Postcard,High,1,Yes,High,2,1,3,Yes,991.25
14393,No,Cash Back,Letter,Medium,2,No,Medium,2,1,4,Yes,1056.25
14394,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,243.0
14395,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,998.25
14396,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1246.5
14397,No,Points,Postcard,Low,1,Yes,Medium,3,1,3,No,890.5
14398,No,Air Miles,Letter,Medium,2,No,High,3,1,5,Yes,1006.75
14399,No,Air Miles,Postcard,High,1,No,Medium,3,1,5,No,1305.25
14400,No,Points,Letter,High,1,No,Medium,1,1,2,No,1296.0
14401,No,Air Miles,Letter,Low,1,No,Medium,3,1,4,Yes,1256.0
14402,No,Points,Letter,Medium,1,No,Medium,2,1,5,No,977.75
14403,No,Cash Back,Letter,High,1,No,High,1,1,5,No,160.5
14404,No,Points,Letter,High,2,No,Low,1,1,5,No,1020.75
14405,No,Air Miles,Letter,High,1,Yes,High,3,1,2,No,1015.5
14406,No,Cash Back,Postcard,High,1,Yes,Medium,1,1,3,Yes,1112.25
14407,No,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,1243.5
14408,No,Cash Back,Letter,Medium,2,No,Medium,2,1,3,Yes,1130.25
14409,No,Points,Postcard,High,1,No,High,3,1,2,Yes,1343.5
14410,No,Cash Back,Postcard,High,1,No,High,2,2,2,No,1281.75
14411,No,Points,Letter,Medium,1,No,Medium,2,1,2,No,845.75
14412,No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,1270.25
14413,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1267.5
14414,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,No,197.25
14415,No,Points,Postcard,High,2,Yes,High,2,2,4,Yes,830.5
14416,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1275.0
14417,No,Air Miles,Postcard,Low,1,Yes,High,1,1,4,No,1261.0
14418,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,246.25
14419,No,Points,Letter,High,1,No,Medium,1,1,5,Yes,766.25
14420,No,Air Miles,Letter,High,1,No,Low,2,1,2,Yes,1151.75
14421,No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,1132.75
