,Offer Accepted,Reward,Mailer Type,Income Level,Credit Rating,# Credit Cards Held,Household Size
12988,No,Air Miles,Postcard,High,Low,2,4
12989,No,Points,Postcard,Medium,High,2,3
12990,No,Points,Letter,Medium,Medium,2,5
12991,No,Air Miles,Postcard,Medium,Medium,1,3
12992,No,Air Miles,Postcard,Low,Medium,3,5
12993,No,Air Miles,Postcard,Medium,Low,3,4
12994,No,Air Miles,Letter,Low,Medium,1,3
12995,No,Cash Back,Postcard,Low,Medium,2,1
12996,No,Air Miles,Postcard,Medium,Low,2,5
12997,No,Air Miles,Postcard,Medium,Low,3,5
12998,No,Points,Postcard,Medium,Low,3,2
12999,No,Cash Back,Postcard,Medium,Medium,2,2
13000,No,Air Miles,Postcard,Medium,Medium,2,3
13001,No,Air Miles,Letter,Medium,Low,2,4
13002,No,Air Miles,Postcard,Medium,High,1,4
13003,No,Cash Back,Letter,Medium,Low,2,5
13004,No,Points,Postcard,Medium,High,2,2
13005,No,Air Miles,Letter,Medium,Low,2,3
13006,No,Points,Postcard,High,Low,2,1
13007,No,Air Miles,Postcard,Low,High,3,4
13008,No,Cash Back,Postcard,Low,Low,1,3
13009,No,Points,Postcard,Low,Medium,1,3
13010,No,Air Miles,Letter,High,Medium,1,5
13011,No,Points,Letter,Low,Medium,3,3
13012,No,Points,Postcard,High,High,1,3
13013,No,Points,Postcard,Medium,Low,2,4
13014,No,Points,Letter,Low,High,2,4
13015,No,Cash Back,Letter,High,Low,2,3
13016,No,Points,Postcard,Medium,Low,2,4
13017,No,Points,Postcard,Low,Medium,2,6
13018,No,Points,Letter,High,Low,1,3
13019,No,Cash Back,Postcard,High,High,3,4
13020,No,Cash Back,Letter,Medium,Medium,2,6
13021,No,Cash Back,Letter,Medium,High,2,2
13022,No,Cash Back,Postcard,High,High,2,3
13023,No,Air Miles,Letter,Low,Medium,3,3
13024,No,Points,Letter,Low,High,2,4
13025,No,Air Miles,Letter,High,High,1,4
13026,No,Cash Back,Postcard,Medium,High,1,4
13027,No,Cash Back,Letter,Low,Low,2,2
13028,No,Points,Postcard,Medium,Low,1,1
13029,No,Points,Letter,Medium,Low,1,4
13030,No,Air Miles,Letter,Medium,Low,1,4
13031,No,Points,Letter,Low,Medium,1,4
13032,No,Cash Back,Postcard,Medium,Low,2,3
13033,No,Air Miles,Postcard,High,Low,2,3
13034,No,Points,Letter,Medium,High,1,2
13035,No,Points,Letter,Low,High,2,5
13036,No,Air Miles,Postcard,Medium,Low,2,2
13037,No,Points,Letter,High,Low,1,3
13038,No,Cash Back,Letter,High,High,1,4
13039,No,Air Miles,Letter,High,Medium,3,4
13040,No,Cash Back,Postcard,Low,Low,2,3
13041,No,Cash Back,Letter,Medium,High,2,5
13042,No,Points,Postcard,Medium,High,2,4
13043,No,Cash Back,Letter,High,Low,2,5
13044,No,Air Miles,Letter,Medium,Low,2,2
13045,No,Air Miles,Letter,Medium,Medium,3,3
13046,No,Cash Back,Letter,High,Low,1,2
13047,No,Air Miles,Postcard,High,Medium,2,4
13048,No,Air Miles,Postcard,Medium,Medium,2,5
13049,No,Points,Letter,High,High,2,3
13050,No,Air Miles,Letter,Medium,Low,3,2
13051,No,Cash Back,Letter,High,Medium,1,3
13052,No,Air Miles,Letter,Low,Low,3,2
13053,No,Air Miles,Letter,Low,Low,1,3
13054,No,Air Miles,Letter,High,Low,2,4
13055,No,Points,Letter,Medium,Low,1,6
13056,No,Points,Letter,High,Medium,3,4
13057,No,Cash Back,Postcard,Low,High,3,3
13058,No,Cash Back,Letter,High,Low,2,4
13059,No,Cash Back,Postcard,High,Medium,1,5
13060,No,Air Miles,Letter,Medium,High,1,5
13061,No,Air Miles,Letter,Low,High,1,5
13062,No,Air Miles,Postcard,Medium,High,1,2
13063,No,Cash Back,Postcard,Medium,High,2,1
13064,No,Cash Back,Postcard,High,High,2,2
13065,No,Points,Postcard,High,Low,3,3
13066,No,Cash Back,Postcard,Medium,High,2,4
13067,No,Cash Back,Letter,Medium,Low,1,4
13068,No,Cash Back,Letter,High,Medium,2,4
13069,No,Cash Back,Postcard,High,Low,3,4
13070,No,Cash Back,Letter,High,High,1,3
13071,No,Air Miles,Postcard,Medium,High,2,3
13072,No,Cash Back,Postcard,High,Medium,2,3
13073,No,Points,Postcard,High,Low,1,5
13074,No,Air Miles,Postcard,High,Medium,2,4
13075,No,Cash Back,Postcard,Medium,Medium,3,4
13076,No,Cash Back,Postcard,Medium,High,2,1
13077,No,Points,Postcard,Medium,High,2,3
13078,No,Air Miles,Letter,Medium,Medium,2,2
13079,No,Cash Back,Postcard,High,Medium,2,4
13080,No,Cash Back,Letter,High,Medium,1,3
13081,No,Points,Postcard,Low,Medium,1,1
13082,No,Cash Back,Letter,High,High,2,4
13083,No,Air Miles,Postcard,Medium,High,2,4
13084,No,Air Miles,Letter,Medium,Medium,2,4
13085,No,Points,Letter,Low,Low,3,3
13086,No,Air Miles,Postcard,High,High,1,4
13087,No,Cash Back,Postcard,Medium,Low,2,4
13088,No,Air Miles,Postcard,High,Low,1,3
13089,No,Air Miles,Letter,Medium,Low,2,3
13090,No,Cash Back,Postcard,Medium,Low,1,3
13091,No,Air Miles,Letter,Medium,Low,2,5
13092,No,Air Miles,Letter,Medium,High,3,4
13093,No,Air Miles,Postcard,Medium,High,1,4
13094,No,Cash Back,Letter,Low,Low,1,4
13095,No,Cash Back,Postcard,Medium,High,1,1
13096,No,Air Miles,Letter,Medium,Medium,2,4
13097,No,Air Miles,Postcard,Medium,Low,2,2
13098,No,Points,Postcard,Medium,Medium,1,4
13099,No,Cash Back,Letter,Low,Low,3,3
13100,No,Air Miles,Postcard,High,High,3,4
13101,No,Air Miles,Postcard,Medium,High,3,6
13102,No,Air Miles,Postcard,Medium,Low,1,2
13103,No,Air Miles,Postcard,Low,Medium,2,3
13104,No,Air Miles,Letter,Medium,Medium,2,4
13105,No,Cash Back,Letter,Medium,High,3,5
13106,No,Air Miles,Postcard,Medium,Medium,2,2
13107,No,Cash Back,Postcard,Medium,Medium,2,4
13108,No,Points,Letter,High,High,3,3
13109,No,Air Miles,Letter,Medium,High,1,5
13110,No,Cash Back,Postcard,Medium,Medium,2,2
13111,No,Points,Postcard,High,Medium,3,3
13112,No,Points,Postcard,High,Low,2,5
13113,No,Points,Postcard,Low,Low,3,5
13114,No,Air Miles,Letter,Medium,Low,1,5
13115,No,Air Miles,Postcard,High,Low,1,4
13116,No,Air Miles,Letter,High,High,1,3
13117,No,Cash Back,Postcard,Medium,High,1,4
13118,No,Cash Back,Letter,High,Medium,2,6
13119,No,Air Miles,Postcard,Medium,High,2,4
13120,No,Air Miles,Letter,Medium,Low,1,3
13121,No,Cash Back,Letter,Medium,Low,1,3
13122,No,Cash Back,Postcard,Medium,Low,1,1
13123,No,Air Miles,Letter,High,High,2,3
13124,No,Points,Letter,Low,Low,1,2
13125,No,Points,Letter,Low,High,3,3
13126,No,Cash Back,Letter,Medium,Medium,3,4
13127,No,Points,Letter,Medium,Low,3,5
13128,No,Cash Back,Postcard,Low,Medium,1,5
13129,No,Cash Back,Letter,Medium,Medium,2,2
13130,No,Points,Postcard,Medium,Medium,3,2
13131,No,Air Miles,Postcard,High,Medium,2,4
13132,No,Air Miles,Postcard,Medium,Medium,3,4
13133,No,Points,Postcard,Medium,High,3,6
13134,No,Air Miles,Letter,Low,Medium,2,5
13135,No,Cash Back,Postcard,Medium,Low,2,3
13136,No,Air Miles,Letter,Low,High,3,5
13137,No,Points,Letter,Medium,High,2,3
13138,No,Air Miles,Postcard,High,Medium,2,5
13139,No,Cash Back,Postcard,High,Low,2,5
13140,No,Air Miles,Postcard,High,High,2,3
13141,No,Air Miles,Letter,High,High,1,3
13142,No,Points,Postcard,Medium,Medium,1,4
13143,No,Air Miles,Postcard,Medium,Low,1,3
13144,No,Points,Letter,High,Medium,1,6
13145,No,Air Miles,Postcard,Medium,High,1,3
13146,No,Air Miles,Postcard,Low,Medium,2,3
13147,No,Air Miles,Postcard,Medium,Low,2,6
13148,No,Air Miles,Postcard,Low,Medium,2,5
13149,No,Air Miles,Postcard,Medium,High,1,3
13150,No,Points,Postcard,Medium,High,1,5
13151,No,Cash Back,Letter,Medium,High,1,6
13152,No,Air Miles,Postcard,Low,Medium,2,2
13153,No,Cash Back,Letter,Medium,Low,3,3
13154,No,Cash Back,Letter,Medium,High,2,3
13155,No,Cash Back,Postcard,Low,High,2,5
13156,No,Points,Postcard,Low,Low,2,4
13157,No,Points,Letter,Medium,High,1,3
13158,No,Points,Postcard,Low,Low,2,2
13159,No,Points,Postcard,Medium,Medium,2,5
13160,No,Air Miles,Postcard,High,Low,2,3
13161,No,Points,Postcard,Medium,Medium,1,5
13162,No,Air Miles,Letter,Medium,Medium,1,3
13163,No,Air Miles,Postcard,High,Medium,3,3
13164,No,Air Miles,Letter,High,High,3,5
13165,No,Air Miles,Postcard,Medium,Medium,2,4
13166,No,Air Miles,Letter,Medium,Medium,1,5
13167,No,Air Miles,Letter,Medium,Medium,2,4
13168,No,Cash Back,Letter,Medium,High,2,5
13169,No,Air Miles,Postcard,Low,High,2,4
13170,No,Points,Postcard,Medium,High,2,5
13171,No,Cash Back,Letter,High,Low,2,5
13172,No,Points,Letter,Low,Medium,3,3
13173,No,Cash Back,Letter,Low,Medium,2,2
13174,No,Cash Back,Postcard,Medium,Low,2,1
13175,No,Points,Letter,Medium,High,2,4
13176,No,Air Miles,Letter,High,Low,2,3
13177,No,Air Miles,Postcard,Medium,High,2,5
13178,No,Points,Letter,Low,Low,2,2
13179,No,Air Miles,Letter,High,Low,1,4
13180,No,Cash Back,Letter,High,Medium,3,3
13181,No,Points,Letter,High,Medium,1,3
13182,No,Air Miles,Letter,Medium,Medium,2,3
13183,No,Cash Back,Letter,Low,High,3,3
13184,No,Cash Back,Letter,Medium,Low,1,2
13185,No,Points,Letter,Low,Low,3,3
13186,No,Cash Back,Letter,High,Low,3,3
13187,No,Cash Back,Letter,Medium,Medium,2,5
13188,No,Points,Letter,High,Low,2,4
13189,No,Points,Letter,High,Medium,3,3
13190,No,Cash Back,Postcard,High,Low,2,3
13191,No,Cash Back,Postcard,Medium,High,1,4
13192,No,Cash Back,Letter,High,Low,2,4
13193,No,Cash Back,Letter,Medium,Low,2,4
13194,No,Air Miles,Letter,Medium,High,1,3
13195,No,Cash Back,Letter,Medium,Medium,3,3
13196,No,Points,Letter,Medium,Low,2,3
13197,No,Cash Back,Letter,Medium,Medium,2,5
13198,No,Points,Postcard,Medium,Medium,3,4
13199,No,Cash Back,Postcard,Medium,High,1,4
13200,No,Cash Back,Postcard,High,Medium,2,5
13201,No,Cash Back,Letter,High,Low,2,2
13202,No,Points,Letter,High,Medium,2,6
13203,No,Air Miles,Letter,Low,Medium,2,2
13204,No,Cash Back,Postcard,Medium,Medium,2,4
13205,No,Air Miles,Postcard,Medium,Medium,3,4
13206,No,Air Miles,Letter,High,Low,3,4
13207,No,Air Miles,Letter,Low,High,3,4
13208,No,Cash Back,Letter,Low,High,2,5
13209,No,Air Miles,Postcard,Low,Low,2,3
13210,No,Cash Back,Postcard,Low,High,1,4
13211,No,Cash Back,Letter,Medium,High,3,5
13212,No,Points,Letter,Medium,Low,2,2
13213,No,Cash Back,Letter,Low,High,1,3
13214,No,Air Miles,Postcard,High,Low,3,3
13215,No,Air Miles,Letter,Medium,Medium,3,3
13216,No,Points,Letter,Low,High,1,5
13217,No,Points,Postcard,High,High,1,5
13218,No,Air Miles,Postcard,High,Low,1,2
13219,No,Points,Letter,Low,High,1,3
13220,No,Air Miles,Postcard,Medium,High,1,3
13221,No,Points,Letter,Medium,Medium,3,4
13222,No,Air Miles,Letter,High,High,2,3
13223,No,Cash Back,Letter,Low,Medium,3,3
13224,No,Air Miles,Letter,Medium,Low,1,5
13225,No,Points,Postcard,Low,Low,2,4
13226,No,Air Miles,Postcard,Medium,High,2,5
13227,No,Points,Postcard,High,Low,1,3
13228,No,Cash Back,Postcard,Medium,Medium,2,4
13229,No,Points,Letter,High,Medium,3,3
13230,No,Cash Back,Postcard,Medium,High,2,3
13231,No,Points,Letter,Low,Low,1,3
13232,No,Cash Back,Postcard,Low,Low,3,3
13233,No,Points,Postcard,Low,High,1,1
13234,No,Cash Back,Letter,Low,High,1,4
13235,No,Cash Back,Letter,Medium,High,1,5
13236,No,Cash Back,Letter,Medium,Low,2,4
13237,No,Points,Letter,Low,Medium,1,5
13238,No,Air Miles,Letter,Medium,Low,2,2
13239,No,Air Miles,Postcard,Low,Low,1,3
13240,No,Air Miles,Letter,Medium,Low,2,2
13241,No,Air Miles,Letter,Medium,Medium,2,3
13242,No,Cash Back,Postcard,Medium,Medium,1,3
13243,No,Points,Letter,Medium,Low,1,3
13244,No,Cash Back,Letter,Low,High,2,5
13245,No,Points,Letter,Low,High,1,4
13246,No,Points,Postcard,Low,Medium,2,3
13247,No,Points,Postcard,High,High,2,4
13248,No,Points,Letter,Medium,Low,3,4
13249,No,Air Miles,Letter,Medium,High,1,4
13250,No,Points,Postcard,Medium,Low,3,3
13251,No,Air Miles,Postcard,Low,Medium,2,5
13252,No,Cash Back,Letter,Medium,High,2,3
13253,No,Cash Back,Letter,Medium,Low,1,4
13254,No,Points,Postcard,Medium,Medium,2,2
13255,No,Air Miles,Postcard,Medium,Low,2,3
13256,No,Cash Back,Postcard,Medium,Medium,2,2
13257,No,Points,Letter,Low,Low,1,2
13258,No,Air Miles,Letter,Medium,Medium,1,2
13259,No,Air Miles,Postcard,Low,Medium,2,3
13260,No,Points,Postcard,Medium,Low,2,4
13261,No,Points,Letter,Medium,High,2,4
13262,No,Points,Letter,Medium,Medium,2,4
13263,No,Cash Back,Letter,High,Medium,1,3
13264,No,Air Miles,Letter,Low,Medium,1,4
13265,No,Air Miles,Postcard,Medium,High,2,4
13266,No,Cash Back,Letter,Medium,High,3,4
13267,No,Air Miles,Postcard,Medium,High,2,5
13268,No,Air Miles,Letter,Medium,Medium,2,3
13269,No,Cash Back,Letter,Medium,High,3,4
13270,No,Points,Postcard,Medium,Medium,3,2
13271,No,Cash Back,Letter,Medium,Medium,2,5
13272,No,Points,Postcard,High,High,2,4
13273,No,Air Miles,Postcard,Medium,High,1,3
13274,No,Air Miles,Letter,Low,Low,1,3
13275,No,Points,Letter,Medium,Low,1,4
13276,No,Points,Postcard,High,Low,3,4
13277,No,Air Miles,Letter,High,Medium,3,3
13278,No,Air Miles,Postcard,Medium,Medium,3,2
13279,No,Cash Back,Letter,High,Medium,1,3
13280,No,Cash Back,Letter,Low,Medium,2,3
13281,No,Air Miles,Letter,Low,Medium,2,4
13282,No,Cash Back,Letter,Medium,Medium,2,4
13283,No,Cash Back,Letter,Medium,Medium,3,4
13284,No,Points,Letter,High,High,2,3
13285,No,Cash Back,Letter,Medium,Low,2,5
13286,No,Air Miles,Letter,Medium,Medium,1,3
13287,No,Points,Letter,Medium,High,2,3
13288,No,Cash Back,Letter,Low,High,1,3
13289,No,Air Miles,Postcard,Medium,Medium,2,3
13290,No,Air Miles,Postcard,Medium,Low,3,4
13291,No,Points,Postcard,High,Low,2,3
13292,No,Air Miles,Letter,Medium,High,1,3
13293,No,Cash Back,Postcard,Medium,High,3,4
13294,No,Cash Back,Postcard,Medium,Medium,2,3
13295,No,Points,Postcard,Low,High,3,5
13296,No,Cash Back,Letter,High,Medium,3,3
13297,No,Cash Back,Letter,Medium,High,3,3
13298,No,Points,Postcard,High,High,2,3
13299,No,Cash Back,Letter,Medium,High,2,4
13300,No,Air Miles,Postcard,Medium,Medium,2,5
13301,No,Air Miles,Letter,Medium,Medium,1,2
13302,No,Cash Back,Postcard,Low,Low,2,5
13303,No,Air Miles,Postcard,Medium,Low,1,4
13304,No,Cash Back,Postcard,High,Low,2,4
13305,No,Cash Back,Postcard,Medium,Medium,3,5
13306,No,Air Miles,Letter,Medium,Medium,3,5
13307,No,Points,Letter,Low,Medium,1,4
13308,No,Cash Back,Letter,High,Medium,2,4
13309,No,Cash Back,Letter,Medium,Medium,3,2
13310,No,Points,Letter,High,High,1,3
13311,No,Air Miles,Postcard,Medium,High,1,5
13312,No,Air Miles,Letter,Low,Medium,1,6
13313,No,Points,Postcard,Medium,Medium,2,4
13314,No,Cash Back,Postcard,High,Low,2,2
13315,No,Points,Postcard,Medium,High,2,5
13316,No,Air Miles,Postcard,Medium,Low,3,4
13317,No,Air Miles,Postcard,Medium,Low,1,3
13318,No,Cash Back,Letter,Medium,High,2,4
13319,No,Points,Letter,Low,Medium,1,4
13320,No,Cash Back,Letter,High,Medium,2,1
13321,No,Points,Postcard,High,High,2,4
13322,No,Cash Back,Postcard,Medium,Low,1,4
13323,No,Cash Back,Letter,Medium,High,2,6
13324,No,Air Miles,Letter,High,Medium,3,2
13325,No,Points,Letter,High,High,3,3
13326,No,Cash Back,Letter,Medium,Low,2,5
13327,No,Air Miles,Postcard,Medium,Medium,1,4
13328,No,Cash Back,Postcard,High,Low,2,2
13329,No,Air Miles,Letter,High,High,1,3
13330,No,Points,Postcard,Low,High,1,3
13331,No,Cash Back,Letter,Medium,Low,3,4
13332,No,Cash Back,Postcard,High,Low,2,6
13333,No,Cash Back,Postcard,Medium,Medium,2,4
13334,No,Points,Letter,Medium,High,2,5
13335,No,Points,Postcard,Medium,Medium,1,4
13336,No,Air Miles,Postcard,Low,Low,1,4
13337,No,Air Miles,Letter,Medium,High,3,5
13338,No,Points,Postcard,Medium,Low,3,6
13339,No,Air Miles,Postcard,Medium,Medium,1,5
13340,No,Points,Postcard,Low,High,1,3
13341,No,Air Miles,Postcard,High,High,2,3
13342,No,Points,Letter,Medium,High,2,3
13343,No,Points,Letter,Medium,Low,1,4
13344,No,Points,Postcard,High,Low,1,5
13345,No,Cash Back,Letter,High,Low,1,3
13346,No,Air Miles,Letter,Medium,Low,3,3
13347,No,Points,Letter,High,High,1,4
13348,No,Air Miles,Postcard,Low,High,3,4
13349,No,Air Miles,Letter,Low,High,2,2
13350,No,Points,Postcard,Medium,Medium,2,2
13351,No,Points,Letter,High,Low,1,5
13352,No,Cash Back,Letter,Medium,Medium,1,2
13353,No,Cash Back,Letter,Medium,High,2,2
13354,No,Air Miles,Postcard,Medium,High,1,2
13355,No,Air Miles,Letter,Medium,Medium,1,2
13356,No,Cash Back,Postcard,Medium,Low,3,2
13357,No,Air Miles,Letter,Medium,Medium,3,1
13358,No,Points,Postcard,High,High,1,3
13359,No,Points,Postcard,High,High,2,5
13360,No,Air Miles,Postcard,Low,Low,2,2
13361,No,Points,Postcard,Medium,Low,2,5
13362,No,Air Miles,Postcard,High,High,3,3
13363,No,Points,Postcard,Medium,Medium,3,5
13364,No,Cash Back,Letter,Medium,High,1,4
13365,No,Air Miles,Postcard,Medium,Low,2,5
13366,No,Cash Back,Letter,Low,Low,3,4
13367,No,Points,Postcard,Medium,Low,2,2
13368,No,Cash Back,Letter,High,Medium,2,3
13369,No,Cash Back,Letter,Medium,Low,2,2
13370,No,Points,Postcard,Medium,High,1,6
13371,No,Air Miles,Letter,Medium,Medium,1,3
13372,No,Air Miles,Letter,High,High,2,2
13373,No,Cash Back,Postcard,High,Low,2,1
13374,No,Cash Back,Postcard,High,High,1,2
13375,No,Cash Back,Postcard,High,High,3,2
13376,No,Air Miles,Postcard,Medium,Low,3,3
13377,No,Cash Back,Letter,Medium,Medium,3,5
13378,No,Points,Postcard,Low,High,1,3
13379,No,Cash Back,Postcard,Medium,Low,1,3
13380,No,Points,Postcard,Medium,Low,2,3
13381,No,Points,Letter,Low,Medium,1,3
13382,No,Air Miles,Postcard,Medium,Medium,1,2
13383,No,Cash Back,Postcard,Medium,High,1,4
13384,No,Air Miles,Postcard,Low,Low,2,5
13385,No,Cash Back,Postcard,Medium,Low,2,4
13386,No,Cash Back,Letter,Medium,Low,1,3
13387,No,Points,Postcard,Low,High,1,4
13388,No,Air Miles,Postcard,Medium,Medium,1,3
13389,No,Cash Back,Letter,High,Low,3,4
13390,No,Air Miles,Postcard,High,Low,3,4
13391,No,Air Miles,Letter,Medium,High,2,2
13392,No,Cash Back,Postcard,Low,High,2,4
13393,No,Points,Postcard,Medium,High,2,5
13394,No,Air Miles,Letter,Medium,Medium,1,3
13395,No,Cash Back,Letter,High,Low,2,2
13396,No,Cash Back,Letter,High,High,3,5
13397,No,Points,Postcard,Medium,Low,1,3
13398,No,Cash Back,Postcard,High,High,2,4
13399,No,Points,Postcard,High,High,2,4
13400,No,Cash Back,Letter,Low,High,3,3
13401,No,Points,Letter,Medium,Medium,3,3
13402,No,Cash Back,Letter,High,Low,2,3
13403,No,Cash Back,Postcard,Medium,Low,2,4
13404,No,Cash Back,Postcard,Low,High,2,2
13405,No,Cash Back,Letter,High,High,1,2
13406,No,Points,Postcard,Medium,High,2,4
13407,No,Points,Letter,Medium,Medium,2,3
13408,No,Cash Back,Postcard,Low,Low,2,4
13409,No,Cash Back,Postcard,Medium,Medium,2,3
13410,No,Cash Back,Letter,High,Medium,2,3
13411,No,Points,Letter,Medium,Low,1,4
13412,No,Points,Postcard,Medium,Low,2,3
13413,No,Air Miles,Postcard,Medium,High,3,3
13414,No,Air Miles,Postcard,Medium,High,3,3
13415,No,Air Miles,Postcard,High,High,1,4
13416,No,Cash Back,Postcard,Medium,Low,1,3
13417,No,Points,Postcard,High,Low,3,1
13418,No,Cash Back,Postcard,Medium,Low,3,3
13419,No,Air Miles,Letter,Medium,Low,1,2
13420,No,Cash Back,Postcard,High,Low,2,3
13421,No,Cash Back,Postcard,Medium,Low,3,3
13422,No,Air Miles,Letter,Medium,Medium,2,5
13423,No,Points,Postcard,Medium,Medium,2,4
13424,No,Air Miles,Letter,Low,High,2,4
13425,No,Points,Letter,Medium,Low,2,4
13426,No,Air Miles,Letter,Low,Low,1,5
13427,No,Air Miles,Letter,High,Low,1,5
13428,No,Cash Back,Postcard,Medium,Low,1,3
13429,No,Cash Back,Letter,High,High,3,4
13430,No,Air Miles,Postcard,Medium,High,2,4
13431,No,Air Miles,Letter,High,Medium,1,4
13432,No,Points,Postcard,Low,Medium,1,4
13433,No,Cash Back,Letter,Low,High,2,5
13434,No,Cash Back,Letter,Low,High,2,6
13435,No,Points,Postcard,Medium,Medium,2,4
13436,No,Points,Postcard,Medium,Low,2,4
13437,No,Cash Back,Letter,Medium,Medium,2,2
13438,No,Cash Back,Postcard,Medium,Medium,3,4
13439,No,Air Miles,Letter,Low,Low,1,5
13440,No,Cash Back,Letter,Low,Medium,3,3
13441,No,Air Miles,Letter,Medium,High,2,4
13442,No,Cash Back,Postcard,Medium,High,2,5
13443,No,Points,Letter,Medium,Low,3,5
13444,No,Points,Postcard,Low,Medium,3,3
13445,No,Cash Back,Letter,Medium,Low,2,3
13446,No,Air Miles,Postcard,High,High,3,5
13447,No,Cash Back,Postcard,Low,Medium,3,3
13448,No,Points,Letter,Medium,Low,1,5
13449,No,Cash Back,Letter,Medium,Medium,3,4
13450,No,Air Miles,Postcard,Medium,High,2,4
13451,No,Points,Letter,Medium,Low,2,4
13452,No,Cash Back,Letter,Medium,Medium,1,2
13453,No,Air Miles,Letter,Medium,Medium,1,4
13454,No,Air Miles,Letter,Medium,Medium,1,2
13455,No,Points,Postcard,Medium,Low,1,4
13456,No,Air Miles,Postcard,High,High,1,3
13457,No,Cash Back,Letter,Low,Low,3,5
13458,No,Points,Postcard,High,High,3,3
13459,No,Points,Postcard,High,High,1,4
13460,No,Air Miles,Letter,Medium,Medium,1,3
13461,No,Air Miles,Letter,Low,Medium,2,4
13462,No,Cash Back,Postcard,High,Medium,2,3
13463,No,Air Miles,Postcard,Low,Low,2,5
13464,No,Cash Back,Letter,Medium,Medium,3,3
13465,No,Points,Postcard,Medium,High,2,4
13466,No,Cash Back,Letter,Medium,Low,2,3
13467,No,Points,Postcard,High,Low,2,4
13468,No,Points,Letter,Medium,High,3,2
13469,No,Air Miles,Letter,Medium,Low,2,3
13470,No,Points,Letter,Low,High,2,4
13471,No,Cash Back,Letter,Medium,High,3,4
13472,No,Cash Back,Letter,Medium,High,2,3
13473,No,Cash Back,Postcard,High,Medium,2,3
13474,No,Air Miles,Letter,Low,Low,2,3
13475,No,Points,Letter,Medium,Low,2,3
13476,No,Air Miles,Postcard,Medium,High,2,2
13477,No,Points,Postcard,Low,Medium,1,2
13478,No,Points,Letter,High,High,1,3
13479,No,Air Miles,Postcard,High,Medium,2,3
13480,No,Cash Back,Letter,Low,Medium,2,2
13481,No,Cash Back,Postcard,Low,High,1,1
13482,No,Cash Back,Postcard,High,High,3,2
13483,No,Air Miles,Letter,High,Low,1,4
13484,No,Cash Back,Letter,Medium,Medium,1,3
13485,No,Points,Letter,High,High,2,4
13486,No,Cash Back,Postcard,Low,High,3,2
13487,No,Air Miles,Letter,Low,Medium,2,3
13488,No,Air Miles,Postcard,Medium,Medium,2,4
13489,No,Air Miles,Letter,Medium,Low,1,4
13490,No,Air Miles,Letter,High,High,2,4
13491,No,Cash Back,Postcard,High,High,2,3
13492,No,Cash Back,Letter,High,High,1,4
